street,house
"Заречная, ул.",30
"Заречная, ул.",31
"Заречная, ул.",32
"Заречная, ул.",33
"Заречная, ул.",34
"Заречная, ул.",35
"Заречная, ул.",36
"Заречная, ул.",38
"Заречная, ул.",41
"Заречная, ул.",42
"Заречная, ул.",43
"Заречная, ул.",45
"Заречная, ул.",48
"Зелёная, ул.",1
"Зелёная, ул.",3
"Зелёная, ул.",5
"Зелёная, ул.",7
"Зелёная, ул.",9
"Зелёная, ул.",11
"Зелёная, ул.",13
"Зелёная, ул.",15
"Земляничная, ул.",3
"Земляничная, ул.",4
"Земляничная, ул.",5
"Земляничная, ул.",6
"Зои Космодемьянской, ул.",1
"Зои Космодемьянской, ул.",3
"Зои Космодемьянской, ул.",5
"Зои Космодемьянской, ул.",7
"Зои Космодемьянской, ул.",9
"Зои Яковлевой, ул.",20
"Зои Яковлевой, ул.",21/2
"Зои Яковлевой, ул.",23
"Зои Яковлевой, ул.",25
"Зои Яковлевой, ул.",26
"Зои Яковлевой, ул.",36стрА
"Зои Яковлевой, ул.",44
"Зои Яковлевой, ул.",48
"Зои Яковлевой, ул.",50
"Зои Яковлевой, ул.",54
"Зои Яковлевой, ул.",54А
"И. Скворцова, пл.",1
"И. Скворцова, пл.",1стрВ
"И. Скворцова, пл.",2
"И. Скворцова, пл.",3
"И. Скворцова, пл.",4
"И. Скворцова, пл.",5
"И. Скворцова, пл.",6
"Ивана Франко, ул.",1
"Ивана Франко, ул.",2
"Ивана Франко, ул.",3
"Ивана Франко, ул.",4/2
"Ивана Франко, ул.",5
"Ивана Франко, ул.",6
"Ивана Франко, ул.",7
"Ивана Франко, ул.",8
"Ивана Франко, ул.",9
"Ивана Франко, ул.",10
"Ивана Франко, ул.",11
"Ивана Франко, ул.",12
"Ивана Франко, ул.",13
"Ивана Франко, ул.",14
"Ивана Франко, ул.",15
"Ивана Франко, ул.",16
"Ивана Франко, ул.",17
"Ивана Франко, ул.",18
"Ивана Франко, ул.",20
"Ивана Франко, ул.",22
"Ивана Яковлева, пр-т",1
"Ивана Яковлева, пр-т",2А
"Ивана Яковлева, пр-т",3
"Ивана Яковлева, пр-т",4
"Ивана Яковлева, пр-т",4/4
"Ивана Яковлева, пр-т",4Бк1
"Ивана Яковлева, пр-т",4к2
"Ивана Яковлева, пр-т",4стрБ
"Ивана Яковлева, пр-т",5
"Ивана Яковлева, пр-т",6
"Ивана Яковлева, пр-т",6В
"Ивана Яковлева, пр-т",6к1
"Ивана Яковлева, пр-т",6к2
"Ивана Яковлева, пр-т",8
"Ивана Яковлева, пр-т",8А
"Ивана Яковлева, пр-т",8Д
"Ивана Яковлева, пр-т",8к1
"Ивана Яковлева, пр-т",10
"Ивана Яковлева, пр-т",10А
"Ивана Яковлева, пр-т",10к1
"Ивана Яковлева, пр-т",10к2
"Ивана Яковлева, пр-т",10к3
"Ивана Яковлева, пр-т",11
"Ивана Яковлева, пр-т",12
"Ивана Яковлева, пр-т",12стрА
"Ивана Яковлева, пр-т",13
"Ивана Яковлева, пр-т",14
"Ивана Яковлева, пр-т",15
"Ивана Яковлева, пр-т",15стрА
"Ивана Яковлева, пр-т",16
"Ивана Яковлева, пр-т",17
"Ивана Яковлева, пр-т",17стрБ
"Ивана Яковлева, пр-т",18к1
"Ивана Яковлева, пр-т",18к2
"Ивана Яковлева, пр-т",19
"Ивана Яковлева, пр-т",19стрА
"Ивана Яковлева, пр-т",20
"Ивана Яковлева, пр-т",20к2/1
"Ивана Яковлева, пр-т",22
"Ивана Яковлева, пр-т",23
"Ивана Яковлева, пр-т",23стрБ
"Ивана Яковлева, пр-т",25
"Ивана Яковлева, пр-т",27
"Ивана Яковлева, пр-т",29
"Ивана Яковлева, пр-т",29стрА
"Ивана Яковлева, пр-т",35
"Ивана Яковлева, пр-т",35стрБ
"Ивана Яковлева, пр-т",37
"Ивана Яковлева, пр-т",39
"Ивана Яковлева, пр-т",39стрА
"Ивана Яковлева, пр-т",41
"Ивана Яковлева, пр-т",41стрА
"Ивана Яковлева, пр-т",43
"Ивана Яковлева, пр-т",43А
"Ивана Яковлева, пр-т",45
"Ивовая, ул.",4
"Ивовая, ул.",6
"Ивовая, ул.",7
"Ивовая, ул.",8
"Ивовая, ул.",9
"Ивовая, ул.",11
"Ивовая, ул.",12
"Ивовая, ул.",13
"Ивовая, ул.",15
"Ивовая, ул.",16
"Ивовая, ул.",17
"Ивовая, ул.",19
"Ивовая, ул.",21
"Изумрудная, ул.",1
"Изумрудная, ул.",3
"Изумрудная, ул.",5
"Изумрудная, ул.",8
"Изумрудная, ул.",9
"Изумрудная, ул.",10
"Изумрудная, ул.",12
"Изумрудная, ул.",13
"Изумрудная, ул.",14
"Изумрудная, ул.",16
"Изумрудная, ул.",33
"Ильи Тукташа, ул.",5/12
"Ильи Тукташа, ул.",7/8
"Инженера Куприянова, ул.",3
"Инженера Куприянова, ул.",4
"Инженера Куприянова, ул.",5/8
"Инженера Куприянова, ул.",8/9
"Инженера Куприянова, ул.",9
"Инженера Куприянова, ул.",10
"Инженера Куприянова, ул.",16
"Инженера Куприянова, ул.",22
"Инженера Куприянова, ул.",27
"Инженера Куприянова, ул.",28
"Инкубаторная, ул.",4
"Инкубаторная, ул.",6
"Инкубаторная, ул.",8
"Инкубаторная, ул.",10
"Инкубаторная, ул.",12
"Интернациональная, ул.",35
"Интернациональная, ул.",37
"Интернациональная, ул.",41
"Интернациональная, ул.",42
"Интернациональная, ул.",48
"Интернациональная, ул.",53
"Интернациональная, ул.",62
"Ишлейский, пр-д",1
"Ишлейский, пр-д",2
"Ишлейский, пр-д",4
"Ишлейский, пр-д",5
"Ишлейский, пр-д",5стрА
"Ишлейский, пр-д",6
"Ишлейский, пр-д",9стрА
"Ишлейский, пр-д",11
"Ишлейский, пр-д",12
"Ишлейский, пр-д",13
"Ишлейский, пр-д",14
"Ишлейское, ш.",3
"Кабельный, пр-д",1
"Кабельный, пр-д",1Ас3
"Кабельный, пр-д",1стрА
"Кабельный, пр-д",1стрВ
"Кабельный, пр-д",1стрг
"Кабельный, пр-д",2
"Кабельный, пр-д",3
"Кабельный, пр-д",4
"Кабельный, пр-д",5
"Кабельный, пр-д",6
"Кабельный, пр-д",7
"Кабельный, пр-д",8
"Кабельный, пр-д",9
"Кабельный, пр-д",9стрБ
"Кабельный, пр-д",10
"Кадыкова, ул.",1
"Кадыкова, ул.",1А
"Кадыкова, ул.",2
"Кадыкова, ул.",2А
"Кадыкова, ул.",3
"Кадыкова, ул.",4
"Кадыкова, ул.",4А
"Кадыкова, ул.",5
"Кадыкова, ул.",6
"Кадыкова, ул.",7
"Кадыкова, ул.",7А
"Кадыкова, ул.",8
"Кадыкова, ул.",10
"Кадыкова, ул.",10А
"Кадыкова, ул.",11
"Кадыкова, ул.",11А
"Кадыкова, ул.",11к1
"Кадыкова, ул.",12
"Кадыкова, ул.",13
"Кадыкова, ул.",14
"Кадыкова, ул.",15
"Кадыкова, ул.",16
"Кадыкова, ул.",16А
"Кадыкова, ул.",17
"Кадыкова, ул.",18
"Кадыкова, ул.",18к1
"Кадыкова, ул.",19
"Кадыкова, ул.",20/13
"Кадыкова, ул.",21
"Кадыкова, ул.",22
"Кадыкова, ул.",23/6
"Кадыкова, ул.",24
"Кадыкова, ул.",26
"Кадыкова, ул.",28
"Кадыкова, ул.",30
"Кадыкова, ул.",32
"Кадыкова, ул.",34/8
"Кадыкова, ул.",36
"Казанская, ул.",2
"Казанская, ул.",3
"Казанская, ул.",4
"Казанская, ул.",5
"Казанская, ул.",6
"Казанская, ул.",7
"Казанская, ул.",8
"Казанская, ул.",10
"Казанская, ул.",11
"Казанская, ул.",12
"Казанская, ул.",13
"Казанская, ул.",14
"Казанская, ул.",15
"Казанская, ул.",16
"Казанская, ул.",17
"Казанская, ул.",19
"Казанская, ул.",21
"Калинина, ул.",27
"Калинина, ул.",31
"Калинина, ул.",33
"Калинина, ул.",35
"Калинина, ул.",37
"Калинина, ул.",39
"Калинина, ул.",43
"Калинина, ул.",45
"Калинина, ул.",45А
"Калинина, ул.",47
"Калинина, ул.",49
"Калинина, ул.",55
"Калинина, ул.",57
"Калинина, ул.",59
"Калинина, ул.",60
"Калинина, ул.",61
"Калинина, ул.",62
"Калинина, ул.",63
"Калинина, ул.",65
"Калинина, ул.",66
"Калинина, ул.",67
"Калинина, ул.",68
"Калинина, ул.",69
"Калинина, ул.",71
"Калинина, ул.",73
"Калинина, ул.",75
"Калинина, ул.",77
"Калинина, ул.",79
